customer_id,subscription_type,plan_type,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,csat_score,customer_age,gender,signup_source,payment_method,churn,tenure_days,discount_used_last_renewal_encoded,auto_renew_encoded,previous_renewal_status_encoded,downgrade_history_encoded
150,Espresso,Annual,3.51,4,3,0.8,9.63,Others,Finance,0.35,0,Desktop,,0.29,32,0.12,4,67,Female,Mobile App,Debit Card,0,322,1,1,1,0
151,Digital+Print,Annual,3.86,11,1,0.39,4.91,North America,Politics,0.37,1,Mobile,Retention Offer,0.23,-75,0.79,3,59,Female,Mobile App,Debit Card,0,1636,1,1,0,1
152,Espresso,Annual,4.45,21,1,0.49,5.39,North America,Politics,0.71,0,Desktop,Retention Offer,0.16,28,-0.67,5,56,Male,Mobile App,Credit Card,0,392,0,0,0,1
153,Digital,Monthly,2.5,29,1,0.88,13.87,North America,Environment,0.34,1,Mobile,,0.08,-100,-0.28,2,61,Female,Web,Credit Card,0,1294,0,1,0,0
154,Digital,Monthly,2.08,26,2,0.41,11.6,North America,Politics,0.54,0,Desktop,,0.07,-66,0.05,5,61,Male,Mobile App,Credit Card,0,1277,1,1,1,1
155,Digital,Monthly,1.37,6,0,0.54,14.2,Asia,Politics,0.83,0,Desktop,,0.28,-92,0.46,4,62,Female,Web,PayPal,1,1209,0,0,0,0
156,Digital,Annual,1.76,8,2,0.05,11.3,Asia,Finance,0.51,0,Mobile,,0.48,-14,0.6,4,18,Male,Web,PayPal,0,161,0,0,1,0
157,Digital+Print,Monthly,7.42,21,0,0.0,10.57,Europe,Technology,0.83,2,Desktop,,0.31,-63,-0.6,4,24,Male,Web,Credit Card,1,874,0,0,0,0
158,Digital,Annual,4.87,20,1,0.24,3.1,North America,Finance,0.82,0,Tablet,Newsletter Promo,0.36,-97,-0.89,2,65,Male,Mobile App,PayPal,0,1546,0,1,1,0
159,Digital,Annual,0.97,11,0,0.68,8.92,North America,Politics,0.47,1,Desktop,Newsletter Promo,0.29,-49,0.39,1,65,Male,Web,PayPal,0,1560,0,1,1,0
160,Digital,Monthly,1.02,22,0,0.12,9.89,Europe,Politics,0.81,0,Mobile,,0.04,46,0.06,4,38,Male,Mobile App,Credit Card,1,167,1,1,0,0
161,Espresso,Annual,3.72,28,1,0.11,17.81,Others,Politics,0.82,1,Desktop,,0.29,-96,0.08,5,33,Male,Mobile App,Credit Card,0,1349,1,1,0,0
162,Digital,Monthly,3.82,0,0,0.41,12.75,North America,Finance,0.58,0,Tablet,Retention Offer,0.32,5,0.4,1,65,Female,Mobile App,Debit Card,0,1169,0,1,1,0
163,Digital+Print,Monthly,3.82,10,2,0.65,16.14,Asia,Politics,0.45,2,Mobile,Survey,0.52,-53,-0.4,5,31,Female,Web,PayPal,0,914,1,1,0,1
164,Digital+Print,Annual,2.62,29,1,0.71,12.39,Europe,Environment,0.66,3,Desktop,,0.59,-14,-0.12,4,60,Female,Mobile App,Credit Card,0,1249,0,1,1,0
165,Digital,Monthly,2.81,20,0,0.18,7.15,North America,Finance,0.94,1,Mobile,Newsletter Promo,0.26,90,0.26,2,68,Female,Web,Credit Card,0,58,0,1,0,0
166,Digital,Annual,3.49,14,0,0.08,10.47,Europe,Politics,0.75,1,Mobile,,0.47,-63,-0.48,1,60,Female,Mobile App,Credit Card,0,1775,0,1,1,0
167,Digital,Annual,3.13,1,1,0.94,10.94,North America,Technology,0.42,0,Desktop,Survey,0.45,-49,-0.27,1,19,Female,Mobile App,PayPal,0,1630,1,1,1,0
168,Digital,Monthly,0.0,19,0,0.26,6.24,Asia,Finance,0.78,1,Desktop,Retention Offer,0.15,-14,0.05,4,48,Female,Mobile App,Credit Card,1,1389,0,0,1,0
169,Digital,Monthly,2.66,6,2,0.85,8.46,North America,Technology,0.6,1,Desktop,,0.1,-55,0.26,4,56,Female,Mobile App,Credit Card,0,493,0,1,1,0
170,Digital,Monthly,1.72,20,1,0.86,9.18,Asia,Politics,0.71,1,Tablet,,0.24,-8,-0.72,4,26,Female,Web,Credit Card,1,357,1,1,0,0
171,Digital+Print,Monthly,3.26,11,1,0.77,16.42,North America,Technology,0.81,0,Mobile,Newsletter Promo,0.2,36,0.33,3,58,Male,Web,Credit Card,0,221,1,1,1,0
172,Digital,Annual,7.48,21,1,0.17,1.68,Others,Culture,0.66,2,Mobile,,0.34,-51,0.22,2,31,Male,Web,Credit Card,0,1485,1,0,1,0
173,Digital,Monthly,3.55,17,0,0.82,14.82,North America,Environment,0.87,0,Tablet,Newsletter Promo,0.41,-35,-0.42,2,27,Female,Web,Credit Card,1,31,0,0,1,0
174,Espresso,Monthly,2.53,2,0,0.77,6.25,Asia,Politics,0.81,1,Mobile,Retention Offer,0.22,-63,1.12,4,65,Male,Referral,Credit Card,0,700,0,1,1,0
175,Digital+Print,Monthly,4.38,6,0,0.6,4.51,Asia,Finance,0.73,2,Desktop,Retention Offer,0.34,54,-0.48,3,41,Male,Web,PayPal,0,368,0,0,0,0
176,Digital,Monthly,3.72,10,0,0.34,14.72,Others,Finance,0.41,0,Desktop,Retention Offer,0.18,4,0.37,4,67,Male,Referral,Credit Card,0,653,0,1,1,1
177,Digital,Annual,3.63,17,5,0.26,12.93,Europe,Environment,0.89,0,Mobile,Newsletter Promo,0.13,47,0.14,4,50,Female,Mobile App,Credit Card,1,608,1,0,1,0
178,Digital,Monthly,3.91,11,0,0.12,15.02,Asia,Environment,0.96,0,Mobile,,0.08,89,-0.21,2,51,Female,Mobile App,PayPal,0,674,0,1,1,0
179,Digital+Print,Annual,6.08,5,1,0.51,13.2,North America,Politics,0.4,3,Desktop,Newsletter Promo,0.04,-85,0.05,3,37,Male,Mobile App,Credit Card,0,331,0,1,1,0
180,Digital,Monthly,1.3,4,1,0.59,18.24,North America,Politics,0.64,0,Desktop,,0.08,-22,0.27,2,45,Male,Web,Credit Card,1,1239,1,1,0,0
181,Digital,Annual,3.71,25,0,0.36,12.23,Europe,Finance,0.48,1,Desktop,,0.23,-88,1.43,4,21,Male,Web,Credit Card,0,1004,0,1,1,0
182,Digital+Print,Monthly,1.61,0,0,0.48,9.37,North America,Politics,0.83,1,Desktop,Newsletter Promo,0.18,13,-0.72,5,51,Female,Mobile App,PayPal,1,81,0,0,1,0
183,Digital,Monthly,3.83,11,1,0.36,11.37,Others,Finance,0.81,2,Mobile,,0.19,1,-1.36,1,21,Male,Web,PayPal,0,864,1,0,0,1
184,Digital,Annual,1.62,26,2,0.64,14.97,North America,Politics,0.4,0,Mobile,,0.62,47,-0.51,4,23,Male,Web,Credit Card,1,757,1,1,1,1
185,Digital,Monthly,2.37,25,1,0.9,6.88,Europe,Technology,0.91,1,Mobile,,0.54,51,-0.02,3,39,Male,Mobile App,PayPal,0,402,1,1,0,1
186,Digital,Annual,2.56,10,0,0.16,7.39,Europe,Environment,0.43,2,Mobile,Newsletter Promo,0.36,77,0.33,5,21,Male,Mobile App,Debit Card,0,1540,0,1,1,0
187,Espresso,Monthly,4.46,3,2,0.38,8.76,Europe,Environment,0.86,1,Mobile,,0.26,34,0.05,3,67,Male,Mobile App,Credit Card,0,1182,0,1,0,0
188,Digital+Print,Monthly,4.38,26,0,0.14,1.58,Europe,Finance,0.62,0,Mobile,Survey,0.21,-14,-0.08,4,22,Female,Web,PayPal,0,1790,1,1,1,0
189,Digital,Monthly,1.13,17,0,0.62,10.55,North America,Technology,0.53,0,Mobile,Newsletter Promo,0.47,-13,0.77,4,28,Male,Referral,Credit Card,1,1146,0,1,1,1
190,Digital+Print,Annual,3.08,3,1,0.73,2.46,Europe,Culture,0.41,2,Mobile,Newsletter Promo,0.47,-72,-0.4,1,62,Female,Mobile App,Credit Card,0,853,0,1,1,0
191,Digital+Print,Monthly,1.94,16,1,0.93,10.21,North America,Politics,0.42,0,Mobile,,0.28,32,0.83,3,52,Male,Mobile App,Credit Card,1,740,1,0,0,0
192,Digital+Print,Monthly,1.11,1,2,0.28,13.46,Others,Technology,0.76,3,Desktop,Retention Offer,0.17,6,0.31,5,36,Male,Web,PayPal,0,1421,0,1,0,0
193,Digital,Monthly,2.67,28,0,0.95,8.09,Asia,Finance,0.69,2,Desktop,,0.28,62,0.75,1,69,Male,Mobile App,Credit Card,0,1570,1,1,1,0
194,Digital,Monthly,2.54,23,2,0.06,16.71,Others,Politics,0.39,1,Mobile,Newsletter Promo,0.19,-36,-0.47,3,28,Female,Mobile App,Credit Card,0,702,0,1,0,0
195,Digital+Print,Monthly,6.64,21,3,0.6,4.16,North America,Finance,0.38,1,Tablet,Retention Offer,0.08,-1,-0.18,4,28,Female,Mobile App,Credit Card,1,1791,0,0,1,1
196,Digital+Print,Annual,3.65,1,0,0.06,14.77,North America,Politics,0.35,0,Mobile,,0.42,14,-0.73,1,44,Female,Web,Credit Card,0,572,0,1,0,0
197,Digital+Print,Annual,0.93,11,0,0.89,12.7,North America,Technology,0.82,3,Desktop,Retention Offer,0.29,97,0.15,4,19,Male,Mobile App,PayPal,0,454,1,1,0,1
198,Digital,Annual,2.15,5,0,0.53,3.14,North America,Politics,0.8,1,Mobile,Newsletter Promo,0.08,-14,0.16,2,64,Male,Referral,Credit Card,0,1459,0,1,1,0
199,Digital,Annual,4.53,9,3,0.67,20.84,North America,Finance,0.34,0,Desktop,Retention Offer,0.39,-27,1.0,2,25,Male,Mobile App,Credit Card,0,596,0,1,0,1
200,Digital+Print,Monthly,6.13,24,0,0.83,9.75,Europe,Politics,0.69,1,Mobile,Retention Offer,0.06,34,0.04,1,51,Male,Web,Credit Card,0,390,1,1,1,0
201,Digital+Print,Annual,0.62,22,1,0.15,6.49,North America,Culture,0.36,1,Desktop,,0.12,71,-0.76,1,57,Male,Web,Credit Card,1,1283,1,1,1,1
202,Espresso,Monthly,0.18,24,0,0.04,4.37,Europe,Finance,0.93,2,Mobile,Survey,0.43,99,0.47,3,37,Male,Web,Credit Card,1,243,1,0,1,0
203,Digital,Monthly,5.81,20,1,0.88,9.12,Asia,Technology,0.93,4,Desktop,Newsletter Promo,0.26,-88,-0.46,5,40,Male,Mobile App,PayPal,0,1603,0,1,0,0
204,Digital,Monthly,3.58,22,0,0.31,9.49,Europe,Technology,0.79,0,Mobile,,0.36,-7,-0.63,5,32,Female,Mobile App,Credit Card,1,139,0,0,0,0
205,Espresso,Monthly,1.7,26,1,0.13,10.41,North America,Finance,0.95,0,Mobile,Newsletter Promo,0.37,-23,0.35,2,65,Female,Web,Credit Card,1,1822,1,1,0,0
206,Digital+Print,Annual,3.8,15,1,0.47,8.81,North America,Politics,0.87,0,Desktop,,0.57,23,-0.38,2,30,Male,Referral,Credit Card,0,772,1,1,0,0
207,Digital,Monthly,0.0,13,0,0.6,12.53,Europe,Technology,0.88,0,Mobile,Newsletter Promo,0.35,24,-0.3,2,48,Male,Mobile App,PayPal,1,1608,0,0,0,0
208,Digital,Monthly,3.01,6,0,0.03,8.45,North America,Politics,0.7,1,Tablet,Newsletter Promo,0.04,-63,0.7,4,66,Female,Web,Credit Card,0,946,0,1,1,0
209,Digital+Print,Monthly,3.49,27,1,0.27,2.26,Europe,Politics,0.51,0,Mobile,,0.4,-88,0.26,5,63,Male,Web,PayPal,1,394,1,0,1,0
210,Digital,Annual,4.39,27,1,0.03,9.4,North America,Technology,0.45,0,Mobile,Retention Offer,0.32,-47,0.3,1,31,Female,Web,Credit Card,0,1709,0,1,1,0
211,Digital+Print,Monthly,1.48,18,0,0.42,0.53,Asia,Politics,0.53,2,Desktop,Retention Offer,0.39,5,-0.69,2,18,Other,Mobile App,PayPal,1,116,1,1,1,0
212,Digital+Print,Monthly,3.13,22,1,0.9,11.42,Asia,Finance,0.74,1,Mobile,,0.08,-57,0.35,3,44,Female,Web,Credit Card,0,69,0,1,1,0
213,Digital+Print,Monthly,1.61,16,1,0.98,6.08,Europe,Finance,0.42,2,Mobile,,0.18,40,-0.14,1,50,Male,Mobile App,PayPal,1,998,0,0,1,0
214,Digital,Annual,3.38,8,2,0.64,10.65,North America,Finance,0.48,2,Desktop,,0.38,52,-0.22,1,52,Female,Mobile App,Credit Card,0,1679,1,1,0,0
215,Espresso,Monthly,1.66,25,1,0.16,15.26,North America,Technology,0.63,1,Desktop,,0.2,-77,0.2,1,32,Female,Web,Credit Card,1,1270,0,1,0,0
216,Digital,Monthly,2.39,12,4,0.91,6.21,Asia,Technology,0.46,0,Tablet,,0.68,23,0.0,5,22,Male,Web,Credit Card,0,971,0,1,1,0
217,Digital,Monthly,1.51,21,1,0.52,14.25,Europe,Technology,0.71,0,Mobile,Newsletter Promo,0.4,-72,-0.73,2,54,Female,Mobile App,PayPal,1,1609,0,1,0,0
218,Digital,Monthly,3.98,4,0,0.15,8.27,North America,Technology,0.95,0,Desktop,Newsletter Promo,0.13,97,0.48,3,21,Male,Web,Credit Card,0,642,0,0,1,1
219,Digital,Monthly,4.29,22,3,0.92,17.01,North America,Politics,0.82,0,Mobile,,0.2,45,0.52,4,63,Female,Referral,PayPal,1,1266,1,1,0,0
220,Digital,Monthly,2.65,4,2,0.76,8.54,North America,Finance,0.77,1,Mobile,,0.28,-9,-0.29,3,37,Male,Mobile App,Debit Card,0,1561,1,0,1,0
221,Digital,Annual,3.06,9,1,0.73,6.64,Asia,Finance,0.71,1,Desktop,,0.26,-96,0.3,3,56,Male,Web,Credit Card,0,1109,1,1,1,0
222,Digital+Print,Monthly,0.83,20,0,0.71,12.75,North America,Finance,0.64,6,Mobile,,0.21,45,0.46,3,39,Female,Mobile App,Debit Card,1,1425,0,1,0,0
223,Digital+Print,Monthly,2.55,26,4,0.2,8.26,Europe,Environment,0.43,0,Mobile,Newsletter Promo,0.38,90,-0.93,4,41,Male,Mobile App,Credit Card,1,445,0,0,1,0
224,Digital,Annual,2.92,9,1,0.21,6.63,Europe,Culture,0.93,1,Mobile,Newsletter Promo,0.45,24,-0.26,3,64,Male,Web,PayPal,0,468,0,0,1,0
225,Digital+Print,Monthly,6.93,26,1,0.69,8.09,Europe,Politics,0.47,0,Desktop,Newsletter Promo,0.35,64,-1.09,3,28,Female,Web,Debit Card,1,1320,1,0,1,0
226,Digital,Monthly,1.33,6,1,0.22,9.82,Asia,Politics,0.36,0,Tablet,,0.32,-30,0.32,2,63,Male,Mobile App,Debit Card,1,855,1,1,1,0
227,Digital+Print,Monthly,5.2,25,0,0.44,15.37,Asia,Politics,0.83,2,Desktop,,0.21,82,0.22,2,23,Female,Web,Credit Card,0,803,1,1,0,0
228,Digital,Monthly,4.5,14,1,0.78,2.26,Europe,Politics,0.42,5,Mobile,,0.08,-2,-0.33,2,44,Male,Web,PayPal,0,553,0,1,1,1
229,Digital,Annual,3.42,6,1,0.78,10.09,North America,Politics,0.56,0,Desktop,,0.09,-89,-0.08,1,27,Male,Mobile App,Credit Card,0,227,0,0,0,1
230,Digital,Monthly,5.64,28,1,0.45,12.5,Europe,Finance,0.32,3,Desktop,,0.27,-49,-0.18,3,56,Male,Mobile App,Credit Card,1,204,0,0,1,0
231,Digital,Annual,3.56,26,0,0.79,10.77,Europe,Culture,0.4,0,Mobile,,0.47,84,-1.02,5,27,Male,Mobile App,Credit Card,0,1722,0,1,1,0
232,Digital,Monthly,3.58,14,0,0.84,15.24,Europe,Technology,0.42,1,Mobile,Survey,0.48,-55,0.65,5,63,Female,Web,Credit Card,0,154,0,0,1,0
233,Digital,Monthly,2.92,2,1,0.65,9.7,Europe,Politics,0.34,0,Mobile,,0.27,3,0.13,5,43,Male,Web,PayPal,0,1186,1,1,0,0
234,Digital,Monthly,4.84,18,0,0.23,9.26,North America,Finance,0.76,0,Mobile,Survey,0.17,-57,-0.07,4,54,Female,Mobile App,Credit Card,0,307,0,1,1,1
235,Digital,Monthly,4.64,9,1,0.27,12.37,Europe,Finance,0.89,0,Desktop,Retention Offer,0.6,51,-0.07,2,50,Male,Mobile App,Debit Card,0,703,0,1,1,0
236,Digital,Monthly,2.06,27,2,0.31,10.4,North America,Culture,0.56,1,Mobile,Retention Offer,0.28,-92,0.35,2,68,Male,Mobile App,PayPal,0,1090,0,1,1,0
237,Digital,Annual,1.02,28,2,0.12,8.44,Asia,Culture,0.91,0,Mobile,,0.14,39,-0.79,2,25,Female,Web,PayPal,1,1718,1,1,1,0
238,Digital,Monthly,2.7,14,1,0.27,12.06,North America,Environment,0.45,1,Tablet,Survey,0.44,-1,-0.44,4,68,Male,Web,PayPal,0,1626,0,0,0,1
239,Digital,Annual,1.8,2,1,0.21,7.39,Asia,Finance,0.53,0,Desktop,Newsletter Promo,0.19,36,0.11,3,66,Male,Mobile App,PayPal,1,1581,1,0,1,0
240,Digital+Print,Monthly,2.9,5,2,0.46,7.56,North America,Technology,0.41,0,Desktop,Newsletter Promo,0.31,2,0.56,1,68,Male,Mobile App,Credit Card,0,135,1,0,1,0
241,Digital,Annual,4.86,11,1,0.91,7.89,Europe,Politics,0.73,0,Mobile,,0.07,9,-1.21,2,45,Male,Web,Credit Card,0,1220,0,1,1,1
242,Digital+Print,Annual,2.31,14,1,0.1,15.41,Asia,Technology,0.59,0,Mobile,,0.19,15,0.5,3,65,Female,Web,Credit Card,0,356,1,0,1,1
243,Digital,Annual,2.94,5,3,0.72,0.0,North America,Politics,0.73,0,Mobile,Newsletter Promo,0.46,-79,-0.35,5,53,Female,Mobile App,Credit Card,0,626,0,1,1,0
244,Digital+Print,Annual,3.09,12,2,0.69,11.58,Asia,Finance,0.83,1,Mobile,,0.14,44,-0.14,1,57,Male,Referral,Credit Card,0,1572,0,1,1,0
245,Digital,Annual,4.27,28,2,0.1,10.14,Europe,Technology,0.68,0,Mobile,Survey,0.09,60,0.02,5,42,Female,Web,PayPal,0,924,1,1,1,0
246,Digital,Monthly,0.0,18,0,0.92,3.28,Europe,Politics,0.74,1,Desktop,,0.4,74,-0.55,3,53,Other,Web,Credit Card,1,747,1,1,1,0
247,Digital,Monthly,2.09,2,2,0.57,11.24,North America,Politics,0.95,2,Mobile,Newsletter Promo,0.51,-13,-0.62,3,30,Female,Web,Credit Card,0,731,0,0,1,0
248,Digital,Monthly,3.32,7,1,0.36,11.9,Europe,Politics,0.51,1,Mobile,Newsletter Promo,0.25,42,0.1,5,24,Male,Web,Credit Card,0,1208,0,1,0,0
249,Digital,Annual,4.8,7,1,0.76,12.36,Europe,Politics,0.55,0,Mobile,Newsletter Promo,0.14,-68,0.95,1,18,Male,Web,Credit Card,0,1006,0,1,0,0
250,Digital+Print,Monthly,2.26,22,2,0.26,0.0,Europe,Politics,0.8,1,Desktop,Newsletter Promo,0.35,-86,-0.47,5,26,Female,Web,PayPal,1,1034,0,0,1,0
251,Digital+Print,Annual,0.19,25,2,0.69,15.47,Europe,Politics,0.73,2,Desktop,Retention Offer,0.13,-74,-0.48,5,45,Male,Mobile App,PayPal,1,1441,0,0,1,0
252,Digital,Monthly,3.93,19,2,0.04,7.05,Europe,Politics,0.42,1,Desktop,,0.17,88,-0.61,5,53,Male,Mobile App,Debit Card,0,43,0,1,0,0
253,Digital+Print,Monthly,2.05,14,0,0.84,12.75,North America,Politics,0.56,3,Mobile,Newsletter Promo,0.53,95,-0.11,1,63,Male,Mobile App,Credit Card,0,313,0,1,0,0
254,Digital+Print,Monthly,1.22,3,0,0.45,12.96,North America,Environment,0.63,1,Mobile,,0.44,11,-0.49,4,47,Male,Mobile App,Credit Card,1,709,1,1,1,0
255,Digital,Monthly,2.06,18,0,0.64,6.49,North America,Finance,0.59,0,Mobile,Survey,0.47,-19,-0.48,1,26,Female,Web,Credit Card,0,503,0,1,0,0
256,Digital+Print,Monthly,2.72,20,2,0.22,12.64,North America,Politics,0.42,1,Mobile,Retention Offer,0.24,-53,0.11,5,47,Female,Web,Debit Card,0,839,0,1,0,1
257,Espresso,Monthly,2.09,2,0,0.68,8.46,Asia,Finance,0.95,1,Desktop,Survey,0.51,-93,-0.72,2,52,Male,Mobile App,Credit Card,0,85,0,1,1,0
258,Espresso,Monthly,0.0,12,0,0.77,1.71,Asia,Culture,0.83,1,Tablet,,0.11,33,0.81,2,64,Female,Mobile App,Credit Card,1,465,1,1,1,0
259,Espresso,Monthly,4.35,7,1,0.47,14.67,North America,Technology,0.64,0,Desktop,,0.26,90,-0.59,3,44,Female,Web,Credit Card,0,1455,0,1,0,1
260,Digital+Print,Monthly,4.91,22,2,0.62,6.9,Others,Politics,0.78,0,Tablet,Newsletter Promo,0.24,17,0.57,4,46,Female,Web,Credit Card,0,175,0,1,1,1
261,Espresso,Monthly,3.98,15,2,0.46,6.58,Europe,Technology,0.93,1,Desktop,,0.05,-17,0.99,3,22,Other,Mobile App,Credit Card,0,902,0,1,0,0
262,Espresso,Annual,1.29,12,1,0.89,8.39,Others,Technology,0.4,1,Mobile,Newsletter Promo,0.29,-99,0.6,3,18,Other,Web,PayPal,0,192,1,1,0,0
263,Digital,Monthly,2.7,2,0,0.5,11.09,Asia,Technology,0.48,0,Tablet,,0.14,49,0.54,2,60,Female,Web,PayPal,0,1128,0,1,0,0
264,Digital,Monthly,2.99,15,1,0.84,9.77,Asia,Technology,0.68,0,Mobile,Retention Offer,0.46,17,0.4,1,68,Female,Referral,Credit Card,0,487,1,1,1,0
265,Digital,Monthly,3.9,8,0,0.8,12.19,North America,Culture,0.86,1,Desktop,,0.34,-80,0.11,3,22,Male,Mobile App,Credit Card,0,1697,1,1,1,1
266,Espresso,Monthly,4.0,27,0,0.41,4.64,North America,Culture,0.33,1,Mobile,Newsletter Promo,0.49,33,0.59,3,46,Female,Mobile App,Credit Card,0,188,1,1,1,1
267,Digital,Monthly,1.9,13,0,0.23,7.03,North America,Technology,0.99,2,Mobile,Retention Offer,0.51,22,-0.13,4,34,Female,Web,PayPal,1,312,1,1,0,0
268,Digital,Monthly,3.12,12,1,0.41,9.54,Asia,Finance,0.62,1,Desktop,,0.41,-5,0.43,2,68,Female,Mobile App,PayPal,0,301,0,1,0,0
269,Digital,Monthly,3.69,20,1,0.83,17.59,North America,Technology,0.55,0,Mobile,,0.14,97,0.55,1,66,Male,Mobile App,PayPal,1,1133,0,0,1,0
270,Digital+Print,Monthly,5.18,24,1,0.23,9.54,Asia,Culture,0.5,0,Mobile,Newsletter Promo,0.3,-88,0.25,4,54,Male,Mobile App,Credit Card,0,415,1,1,1,0
271,Digital+Print,Monthly,4.06,6,1,0.52,14.34,North America,Politics,0.42,0,Mobile,Retention Offer,0.18,-100,-0.13,1,41,Male,Web,PayPal,0,1713,0,0,0,0
272,Digital,Annual,4.18,14,2,0.81,10.15,Asia,Environment,0.85,1,Mobile,,0.15,49,0.24,1,69,Female,Referral,Debit Card,0,1781,0,1,0,0
273,Digital,Annual,3.13,6,1,0.35,8.07,North America,Politics,0.97,0,Tablet,,0.11,16,-0.18,3,44,Other,Web,PayPal,0,1264,1,1,1,0
274,Digital+Print,Monthly,5.12,5,1,0.64,9.01,North America,Finance,0.59,0,Desktop,Retention Offer,0.26,51,-0.27,4,26,Male,Web,Credit Card,0,1458,0,1,1,0
275,Digital,Monthly,3.61,1,1,0.25,9.33,North America,Culture,0.97,0,Mobile,,0.16,-37,0.39,3,55,Female,Web,PayPal,0,1121,0,1,0,0
276,Digital+Print,Monthly,1.71,8,3,0.11,12.41,Europe,Politics,0.88,0,Mobile,,0.35,68,0.07,5,30,Male,Mobile App,PayPal,1,768,0,1,0,1
277,Digital,Monthly,5.11,21,1,0.79,15.5,North America,Finance,0.64,1,Desktop,Retention Offer,0.41,49,0.39,1,43,Female,Mobile App,Credit Card,0,1402,0,1,0,0
278,Digital,Annual,4.05,23,1,0.1,11.44,Asia,Politics,0.77,1,Mobile,,0.06,-40,0.08,4,28,Female,Mobile App,Credit Card,0,1395,1,1,1,0
279,Digital,Monthly,2.34,16,1,0.27,14.75,North America,Finance,0.6,2,Mobile,,0.24,7,0.25,2,41,Male,Web,PayPal,0,1220,0,1,1,0
280,Digital,Monthly,2.28,4,0,0.86,6.14,North America,Politics,0.69,2,Mobile,,0.09,-89,0.7,3,50,Male,Mobile App,PayPal,0,172,0,0,1,0
281,Digital,Monthly,3.44,11,2,0.35,8.34,Asia,Finance,0.34,2,Desktop,Newsletter Promo,0.49,-11,-0.08,5,66,Male,Web,Debit Card,0,1266,0,0,0,0
282,Digital,Annual,3.69,0,1,0.97,7.1,North America,Finance,0.79,2,Mobile,,0.5,31,-0.2,5,23,Other,Web,Credit Card,0,992,1,1,0,0
283,Digital+Print,Monthly,3.3,9,0,0.98,11.26,Others,Environment,0.34,3,Mobile,Newsletter Promo,0.19,-18,0.21,5,52,Male,Mobile App,PayPal,0,258,1,1,0,0
284,Digital,Monthly,3.47,10,1,0.27,8.56,Others,Environment,0.87,1,Mobile,Survey,0.14,27,-1.29,3,33,Female,Web,Credit Card,0,1522,0,0,1,1
285,Digital,Monthly,5.55,15,0,0.04,12.92,North America,Politics,0.88,1,Mobile,Retention Offer,0.49,39,0.35,2,30,Male,Mobile App,Debit Card,0,397,1,0,0,0
286,Digital,Monthly,4.61,13,0,0.71,6.28,North America,Technology,0.47,0,Desktop,,0.61,-68,-0.43,4,61,Female,Web,Credit Card,0,997,0,0,1,0
287,Digital,Monthly,3.29,7,0,0.45,10.17,North America,Politics,0.53,1,Mobile,,0.27,48,0.84,1,28,Male,Web,Credit Card,0,1106,1,1,1,0
288,Digital,Monthly,4.41,23,0,0.1,12.75,Asia,Politics,0.64,2,Mobile,Newsletter Promo,0.11,27,0.39,2,40,Male,Web,Credit Card,0,605,0,1,1,0
289,Digital,Monthly,1.45,16,2,0.71,1.74,Europe,Politics,0.72,0,Mobile,,0.13,-1,0.46,3,19,Male,Web,PayPal,1,1262,1,1,0,0
290,Digital,Monthly,3.6,24,2,0.03,18.49,Europe,Environment,0.5,1,Mobile,,0.17,5,0.47,4,47,Male,Web,Credit Card,1,1441,0,0,0,0
291,Digital,Monthly,5.71,17,2,0.87,8.87,Asia,Environment,0.71,2,Desktop,Retention Offer,0.25,-29,-0.23,1,36,Male,Web,PayPal,0,241,0,1,1,1
292,Digital,Monthly,2.67,11,0,0.14,1.9,North America,Politics,0.51,0,Desktop,,0.29,-27,-0.13,4,57,Female,Mobile App,Credit Card,0,1515,0,0,1,0
293,Digital+Print,Monthly,1.73,24,2,0.13,10.63,Asia,Politics,0.34,1,Mobile,,0.39,-5,-0.85,1,62,Male,Web,Credit Card,1,315,1,0,0,1
294,Digital+Print,Monthly,2.02,16,0,0.18,10.13,Asia,Politics,0.3,0,Mobile,Retention Offer,0.07,-9,0.75,1,63,Female,Mobile App,Credit Card,0,309,0,1,1,1
295,Digital+Print,Annual,1.37,27,1,0.96,9.67,Europe,Finance,0.37,0,Mobile,Survey,0.25,-27,-0.64,5,64,Male,Mobile App,Credit Card,1,66,1,0,0,0
296,Digital+Print,Monthly,1.82,25,2,0.69,13.96,Asia,Technology,0.85,2,Desktop,,0.08,-29,-0.01,3,66,Male,Mobile App,Credit Card,1,1585,0,0,1,0
297,Digital,Monthly,2.44,13,1,0.8,12.99,Asia,Politics,0.97,2,Desktop,Newsletter Promo,0.1,79,0.61,2,32,Male,Mobile App,PayPal,0,1027,0,0,1,1
298,Digital+Print,Monthly,0.89,15,1,0.4,11.19,North America,Culture,0.6,3,Mobile,,0.31,74,0.77,5,59,Female,Web,Credit Card,1,941,0,0,1,1
299,Digital,Monthly,3.02,13,3,0.34,11.8,Europe,Finance,0.66,3,Desktop,Newsletter Promo,0.22,-42,-0.13,5,50,Male,Web,Credit Card,1,1471,1,0,1,0
300,Digital,Annual,4.35,8,0,0.23,9.58,Europe,Environment,0.4,0,Desktop,,0.21,74,-0.85,4,61,Male,Mobile App,Credit Card,0,349,0,1,1,1
